id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,sqft_living15,sqft_lot15,price_cat
7922800400,5,3.25,3.25,14.342,2,0,2.96,11.044,low
1516000055,3,2.25,2.15,21.235,1,0,2.57,18.9,low
2123039032,1,0.75,0.76,10.079,1,1,1.23,14.267,low
9297300045,3,2,1.97,4.166,2,0,2.39,4.166,low
1860600135,5,2.5,3.65,9.05,2,0,2.88,5.4,high
1560930070,4,3.5,2.84,40.139,1,0,3.18,36.852,low
2122039094,3,3,1.97,20.978,2,1,2.28,75.396,low
622049114,3,2.5,5.403,24.069,2,1,3.98,104.374,high
1373800295,3,3,4.38,6.32,2,0,3.08,7.68,high
2998800125,2,2.25,2.13,4.92,1.5,0,2.13,4.92,low
3760500116,3,2.5,3.93,55.867,1,1,2.73,26.324,high
1959701890,4,1.75,1.8,4.18,2,0,2.18,4.62,low
1742800060,3,1.75,1.97,7.972,1,0,2.46,9.796,low
579003610,3,1.5,1.43,5.2,1,0,2.21,6.24,low
1563102435,3,1.75,2.15,4.2,1,0,2.51,7.5,low
7855801610,4,2.5,3.19,8.684,1,0,3.16,8.684,high
623069068,3,1,1.52,213.444,1.5,0,2.64,213.444,low
4441300240,3,2,3.66,22.41,1,0,2.68,8.25,high
1455100116,3,1.25,1.51,13.737,1,0,2.56,10.202,low
5700004028,4,4.25,4.25,6.552,2,0,3.64,8.841,high
3524039204,4,2.75,2.84,11.9,1,0,2.79,10.07,low
7855300200,4,2.75,2.68,8.5,1,0,2.94,8.65,high
7567600045,2,1,1.15,12.775,1,1,2.44,11.852,low
4055701200,4,2.75,3.12,7.898,1,1,2.63,13.868,high
3523029041,2,0.75,0.44,8.313,1,1,0.88,26.289,low
3885804305,4,1.75,2.49,7.834,1,0,3.21,7.834,low
7893804340,4,2.5,2.68,8.062,1,0,1.92,8.6,low
7558700030,6,6,7.39,24.829,2,1,4.32,24.619,high
1925069082,5,4.25,4.64,22.703,2,1,3.14,14.2,high
1370801331,4,2.5,4.04,9.63,1,0,3.16,8.025,high
4444800045,4,1.75,1.62,7.56,1,0,2.17,8.65,low
5700003985,4,3.5,4.44,8.125,2,0,3.99,8.505,high
7784400060,3,2.5,2.37,9,1,0,2.12,9.5,low
625059051,4,2.25,4.37,22.863,2.5,0,2.98,22.863,high
9322800260,4,1.75,2.03,5.688,2,0,2.32,11.107,low
7015200335,4,3.25,3.62,5.131,2,0,2.55,5.174,high
7855000550,4,2.5,3.83,13.8,1,0,3.46,9.875,high
290000055,2,1,2.02,7.2,1,0,2.02,7.2,low
6738700320,4,3.5,3.19,6,1.5,0,2.84,4,high
627300105,4,3,2.9,10.4,1,0,2.82,10.4,low
1922039062,2,1.5,1.008,26.487,1,1,1.132,24.079,low
3623500260,3,1.75,1.56,8.078,1.5,1,2.89,16.71,high
8106100105,4,4.25,5.77,21.3,2,1,4.62,22.748,high
2175100270,3,1.75,2.64,8,1,0,2.74,6,high
4219400520,4,2.25,3.04,5,2,0,2.87,5,high
1224059053,5,2,2.5,15.25,2,1,1.88,18.782,high
3294700030,3,1.75,1.39,8.7,1,0,1.39,10.875,low
3343301920,3,2.75,2.69,8.89,2,1,2.94,8.89,high
2817100570,4,2.75,2.3,37.533,1,0,2.13,10.092,low
4139420370,4,5,6.055,21.63,1,0,4.89,19.223,high
7856640560,5,3.5,3.88,13.885,2,0,3.69,13.885,high
7632400400,3,3.5,3.19,29.982,1,0,2.6,19.878,high
5152920070,3,2.5,3.41,13.809,1,0,3.41,14.245,low
7856400240,4,3,3.9,9.75,1,0,3.41,9.45,high
7856400240,4,3,3.9,9.75,1,0,3.41,9.45,high
7631200292,2,1.75,1.95,10.766,1,0,1.78,11.721,low
1720069006,2,1,1.05,403.365,1,0,1.76,108.9,low
2322029048,3,2.75,2.83,505.166,1,1,2.12,21.988,high
7784000110,5,1.75,2.44,15.143,1.5,0,2.39,10.907,low
3271800850,3,1.75,2.44,5.8,1,0,2.53,5.8,low
3343301910,5,4.5,2.12,8.944,2,1,2.87,8.944,high
8964800025,5,3.75,3.94,13.738,1.5,0,2.37,13.32,high
9829200495,4,2.5,2.31,5.362,2,0,2.53,5.96,low
4154305290,5,3,2.35,6.48,2,0,1.84,7.2,low
5700003640,5,3.75,5.34,10.655,2.5,0,3.91,9.418,high
7936000252,2,1,1.05,7.5,1.5,0,2.54,13.68,low
9272200090,4,4.5,3.78,6,2,0,2.66,6,high
3426049031,4,4.25,3.01,4.887,2,0,2.54,9.375,low
9294300600,4,3,3.01,6.139,2,0,2.1,6.798,high
4077800017,4,2.75,2.74,6.2,1.5,0,2.43,6,low
8550001515,2,2.75,1.992,10.946,1.5,1,1.11,8.328,low
1825069031,4,1.75,2.41,8.447,2,0,2.52,14.789,low
1825069031,4,1.75,2.41,8.447,2,0,2.52,14.789,low
6744700423,3,1.75,1.47,6.25,1,0,2.63,7.05,low
6169901130,3,3,2.49,3.6,2,0,2.49,3.6,high
8073000265,3,2,1.96,8.846,1,0,2.19,6.363,low
2303900090,4,2.5,5.76,32.033,2,0,3.42,28.475,high
913000315,6,4.5,3.902,3.88,3,0,1.1,3.87,high
7781600025,3,2.5,2.49,24.691,1,1,2.8,24.121,high
1376800025,3,2.25,2.78,6,1,0,2.78,6,low
7639900025,4,4.25,3.5,8.75,1,0,3.11,8.75,high
8731990090,4,2.75,2.93,22,1,0,2.93,9.758,low
2620069113,3,2.25,1.6,39.848,1,0,1.6,39.848,low
3760500336,4,2.75,3.19,19.513,2,0,2.75,13.496,high
7855900110,4,2.75,3.46,11.35,1,0,3.2,13.874,high
3505100756,4,3,4.28,18.834,1,0,2.49,8.858,high
2011400583,3,2.5,2.7,9.994,1,0,2.47,10.664,low
7871500485,3,1.5,1.67,3.852,2,0,2.32,4.572,high
7203600750,3,2.5,1.93,4.505,1,0,1.55,4.505,low
1324049015,4,2.5,3.44,23.954,1.5,1,4.23,18.723,high
7645900165,4,1,2.15,3.588,2,0,1.95,3.588,low
7631800025,4,3.25,3.45,11.24,2,0,2.412,19.499,high
2927600675,4,1.75,2.22,6.5,2,0,2.43,11.6,low
121029034,2,1,2.034,13.392,1,1,1.156,15.961,low
7856410430,6,2.75,5.7,20,1,0,3.69,15.7,high
2322059136,3,2.5,2.92,434.728,2,0,3.15,55.216,low
587550470,3,2.75,3.58,14.217,2,0,3.99,14.674,low
3625059071,4,2.25,2.29,40.946,1,0,2.79,20.076,low
3914000095,5,2.5,3.86,42.733,1,0,2.52,19.353,low
9201300020,3,2.25,2.61,9.409,1,1,2.97,9.156,high
6613000585,3,2.5,3.49,9.362,1,0,3.64,7.425,high
2771104830,4,3.75,2.69,4,2,0,2.83,4,low
3585900500,4,4.25,4.72,21,3,0,3.01,20,high
5215200010,3,2.5,2.48,37.843,1.5,1,2.35,42.122,low
2524049215,4,3.75,3.73,17,2,0,3.88,15.55,high
9275700005,3,2.25,2.88,6.092,2,0,2.88,5.308,high
6641800020,4,2.5,3.27,9.65,1,0,2.34,17.357,low
4045100190,4,3.25,4.25,18,2,0,3.79,14.537,high
7701800050,5,3,2.79,19.439,1,0,1.62,19.439,low
7370600020,3,1.75,1.97,8.54,1,0,2.28,8.54,low
7855000460,3,2.75,3.94,9.671,1,0,3.39,9.36,high
4139430250,4,3.5,4.97,16.582,2,0,3.58,13.335,high
5569700020,4,2.5,3.23,19.193,1,0,3.23,13.42,low
3867400130,4,1.75,2,3.988,1,0,1.69,4.144,low
7856410020,2,2.5,3.01,16.05,1,0,3.01,11.612,high
4217402115,6,4.75,5.48,19.401,1.5,1,3.51,15.81,high
1024039049,3,2.5,2.92,34.527,1,0,2.48,7.933,high
1250204835,4,3,3.33,6.99,1.5,0,2.62,5.31,high
7603100020,4,2,2.45,5,2,0,2.36,6.09,high
7558300170,3,2.25,1.83,13.477,1,0,1.96,11.344,low
8886000005,2,2.75,2.09,23.962,2,0,1.82,32.34,low
8833510190,4,2.5,2.65,9.627,1,0,2.65,9.221,low
1024049024,5,3.5,4.87,7.7,2.5,0,3.22,7.7,high
3222049024,3,1,1.1,4.046,1.5,0,2.55,7.847,low
320069049,4,1.5,1.59,131.551,1,0,2.28,108.028,low
2927600630,4,3.5,2.78,9.55,2,0,2.724,10.634,high
6762700020,6,8,12.05,27.6,2.5,0,3.94,8.8,high
7986401305,2,1.75,2.21,9.374,1,0,2.14,5.64,low
4131900066,3,3,3.92,13.085,2,1,3.45,13.287,high
2818100255,4,2.5,2.62,14.126,1,0,2.62,8.905,low
7130300170,4,2.75,3.16,8.429,1,0,1.76,6.78,low
3459600440,5,3,3.65,16.6,1,0,3.15,10.4,high
1250202660,4,1,2.29,6.3,1.5,0,2.39,6.3,low
1860600535,4,3,2.12,3.6,2,0,2.12,3.6,high
4077800026,4,1.75,3.42,7.2,1,0,2.45,6.2,low
6169901085,4,2.5,3.2,3.6,3,0,2.49,4.08,high
6169900580,6,4.5,4.23,6.42,2,0,3.45,4.085,high
4058200985,3,1.75,2.18,7.2,1,0,2.18,7.14,low
3024059014,4,2.25,3.02,11.489,1.5,1,3.89,11.489,high
7159200040,4,3.25,4.58,4.838,2,0,3.54,6.483,high
2597450620,3,2.5,4.01,12.105,1,0,4.01,15.081,high
9273200115,4,2.75,4.12,12.5,1,0,3.68,5,high
2600020330,4,2.75,3.67,15.4,2,0,3.37,13.3,high
7855800910,4,2.5,2.15,8.536,1,0,2.8,9.5,low
724069023,1,1.25,1.81,5.07,1.5,1,2.28,5.07,high
2320069189,2,1,1.57,125.452,1,0,1.66,46.119,low
3343302110,3,3,2.79,13.295,2,1,3.14,11.949,high
5067400032,3,2.5,3.07,14.4,1,0,2.02,18.211,low
7855200120,4,2.75,3.72,9.45,1,0,2.9,8.605,high
7855400330,5,2.75,2.66,8.737,1,0,3.28,8.783,high
4219400555,3,2.5,2.28,5,2,0,2.2,5,high
7203600040,3,1.5,1.99,5.978,1.5,1,2.1,6.221,low
7129301001,4,2.75,2.67,6.78,2,0,2.4,5.989,low
1454600156,5,3.25,4.5,9.648,2,0,2.78,21.132,low
3124059023,3,1.75,3.33,12.566,1,1,3.73,16.56,high
3420069055,4,2.25,1.57,499.571,1,0,1.7,181.708,low
7856400410,4,2.25,3.31,8.54,1,0,3.45,9.566,high
7352200025,2,1.75,2.08,8.112,1,1,2.03,8.408,high
868001790,3,1,2.04,7.936,1,0,2.3,10.08,high
5288200230,4,1.75,2.46,5.75,1.5,0,1.76,4.83,low
121039083,3,1.75,1.46,12.367,2,1,1.97,18.893,low
7805450560,4,2.5,3.11,11.397,2,0,3.11,11.586,low
2818100060,4,2,2.85,7.861,1,0,2.81,8.087,high
9541600060,5,2.75,2.5,19.783,1,0,1.7,15.375,low
7767000060,5,4.25,6.51,16.471,2,0,4.48,16.471,high
868002015,3,2.25,2.96,8.33,1,0,2.96,8.84,high
321100260,5,2.75,2.52,16.1,1,0,2.76,16.988,low
3577000116,4,1,2.2,12.137,1,0,3.25,17.153,low
579002220,3,2.5,2.55,6.24,1,0,2.18,5.2,low
2424059116,3,2.25,3.44,44.374,2,0,3.47,40.185,low
579003645,3,1.75,2.28,7.8,1,0,2.28,5.2,low
7558800570,3,1.75,2,12.669,1,0,1.58,12.055,low
269001331,5,2.5,3.2,7.863,1,0,2.64,7.68,high
7774200070,4,2.5,2.75,13.95,1,0,2.46,13.95,low
521049200,3,2.75,3.176,13.391,2,0,3.47,12.779,low
7779200105,4,2.25,2.42,9,1,0,2.4,9.035,low
6117502220,3,3,2.61,22.672,1.5,1,2.81,22.672,high
3505100126,3,3,3.76,8.5,2.5,0,2.61,5.5,high
7922900030,3,2.75,2.66,10.35,1,0,2.82,10.043,low
5154700060,4,2.75,3.52,19.2,1,1,2.45,7,high
8859000045,4,2.75,2.18,8.48,1,0,2.24,8.497,low
7567600030,5,1.75,2.64,13.29,1,1,2.4,11.942,low
8923100125,5,3.25,3.24,6.551,1.5,0,2.74,9.3,high
3761100045,4,4.25,4.85,12.445,2,1,3.35,12.21,high
9536601331,4,2,2.28,10.319,1,0,2.28,9.767,low
5119400075,3,3.25,3.05,18.892,1,1,1.17,70.973,low
624069035,4,4,4.13,5.575,2,1,2.98,5.575,high
7129302800,3,1.5,1.78,5,1,0,1.78,7.5,low
3585900045,5,2.75,2.96,28.3,1,0,2.94,23.25,high
5569700075,6,2.75,3.61,17.58,1,0,2.89,14.06,high
486000520,2,2.25,2.46,16.94,1.5,0,2.26,6.851,high
2303900045,4,2.5,4.57,74.487,2,0,3.81,74.487,high
1120069036,3,2.25,1.57,43.35,1,0,1.57,220.849,low
2623039082,3,3.5,2.05,21.744,2,1,2.3,12.2,low
7784400070,3,1.75,1.74,9.5,1,0,2.11,9.45,low
9523102447,3,1.75,1.76,4.125,1.5,0,1.76,4,low
5288200260,2,1.75,2.47,4.6,1,0,1.79,5.175,low
8920100041,4,1.75,2.97,14.88,1,0,3.31,13.388,low
4107100204,4,3.25,3.86,17.82,1,0,4.59,23.76,high
5350201180,4,3.75,3.45,8.395,2,0,3.18,5.183,high
3220079017,5,2.75,2.06,329.903,1.5,0,2.24,220.232,low
9523102420,1,1,0.92,5,1,0,1.89,5,low
9138100350,4,2,2.29,6,1.5,0,2,3.15,low
3760500730,4,2.75,3.01,10.83,2,0,3.01,10.65,high
7922900040,4,3,3.6,9.2,1,0,2.7,9.775,high
7490000040,5,3.25,3.73,10.626,1,0,4.18,19.11,high
6619900120,5,3.5,3.86,9.6,1,0,2.44,9.6,low
6383000150,3,1,1.63,6.009,1,0,2.12,6.009,low
2424049029,6,4.25,6.98,15.682,3,0,3.93,18.367,high
9808630120,3,2.5,2.19,2.658,2,0,2.315,2.538,low
3867400175,2,1.5,1.8,4.144,1,0,2.09,4.173,low
3222049044,3,3,2.79,12.523,2,1,2.99,11.476,low
223039229,2,2.5,2.39,6.928,2,0,2.39,12.852,low
2521059042,5,2.75,2.72,193.406,1,0,2.82,248.292,low
9322800230,4,2.5,2.96,20.24,2,0,2.5,14.96,high
2594200230,2,1,1.02,8.442,1,0,2.55,10.323,low
1822039138,2,2.25,2.32,18.919,2,1,1.61,18.919,low
1724069043,3,2.5,2.42,43.177,2,0,3.74,8.717,low
9285800330,3,3.75,2.67,6.517,2.5,0,2.01,6.073,low
5093301285,4,2.5,2.9,10.5,1,0,2.9,9.201,high
2722059275,3,2.75,2.29,34.548,2,0,0.399,275.299,low
4104500191,3,2.75,2.89,12.13,2,0,2.415,11.538,high
823000174,3,2.25,3.65,5.353,2,0,1.95,4.97,low
3121069038,3,2.5,2.62,78.843,1,0,2.33,130.244,low
2346800180,5,1,2.23,16.8,1.5,0,2.73,18.4,low
2013802060,2,1,1.76,27.332,1,1,2.59,16.63,low
1251200155,4,3.5,2.99,4.2,2,0,2.39,4.2,high
1068000559,4,1.75,3.72,8.448,1,0,2.54,7.064,high
3528900401,3,3.25,3.14,5.445,2,0,2.95,5.25,high
4039700870,5,1.75,2.87,9.68,1,0,2.94,9.729,high
6837700175,3,1.75,3.52,12.35,1,0,2.14,7.8,low
3220200040,3,3.25,2.94,5.432,3,0,4.4,5.5,high
1795800040,4,3.25,5.37,20.388,2,0,2.77,22.27,high
5461300150,5,2.75,2.88,20.274,1,0,3.75,20.22,high
9530100085,4,1.75,1.82,6.137,1.5,0,2.13,5.1,low
3024059044,3,1.75,1.81,24.586,1,0,3.54,14.2,high
3751606606,3,1.75,2.259,26.831,1.5,0,1.98,15.794,low
7855800730,4,2.5,3.09,9.238,1,0,2.69,8.5,low
3625059043,5,4.75,6.2,13.873,2,1,2.94,13.525,high
3867400180,2,1,1,3.513,1,0,1.93,4.92,low
7784400035,2,1.75,2.11,8.7,1,0,2.12,9.5,low
2009003136,1,1,1.22,12.426,1,0,2.77,22.27,low
723039189,3,1.75,1.56,26.099,1,0,1.76,19.687,low
1373800330,4,2.5,3.69,11.191,1,0,3.46,8.16,high
7558800620,2,1.75,1.55,7.764,1,1,1.69,11.62,low
1720069029,3,1,1.35,165.092,1,0,2.3,211.266,low
6169900790,6,4.5,5.48,10.8,2,0,2.97,7.2,high
632000065,3,2.5,2.88,13.5,1,0,3.71,20.486,high
7936500109,3,3,3.62,28.064,2,1,2.55,34.713,high
7278100515,2,2.5,2.91,19.449,2,1,2.54,23.598,high
7855000325,4,3,3.08,10.757,2,0,2.81,10.757,high
3623500408,3,3,3.41,16.015,2,1,3.76,16.572,high
7855400630,5,2.5,3.05,8.2,1,0,2.97,8.792,high
3627800050,5,4,3.76,22.763,1,0,3.73,11.201,high
9541800190,5,2.5,3.49,18.85,1,0,2.69,11.625,low
1370800680,3,2.75,3.45,5.35,1.5,0,2.91,5.35,high
8924600020,4,4.5,5.77,10.05,1,0,2.95,6.7,high
1370800225,4,3.25,3.84,6.214,1.5,0,3.28,5.915,high
5493110020,4,2.75,4.02,18.745,2,0,3.15,20.897,high
3625059109,4,3,2.92,33.976,1,0,2.97,15.21,high
1929300415,4,1.75,2,6,1,0,2.61,4.377,low
8644500010,3,1.75,1.65,7.276,1.5,0,2.3,8.088,low
2425049063,4,3.25,4.83,22.257,2,1,3.82,25.582,high
1732800780,5,3,4.15,7.5,2.5,0,2.25,4.05,high
9536600010,4,0.75,1.96,8.277,1,1,1.94,8.402,low
59000250,3,1.5,2.18,5,1,0,2.07,5,low
3999300290,3,3.5,2.62,11.148,2,0,2.59,10.796,low
777100005,3,2.25,2.75,6.203,1,1,2.57,7.009,high
7855300460,3,2.75,2.37,8.9,1,0,2.84,8.956,high
1024000050,3,2.75,3.39,7,1,0,1.77,6.5,low
624069108,4,3.25,7,28.206,1,1,4.913,14.663,high
1818800235,4,2.75,3.41,7.75,1,0,3.08,8.525,high
2346800461,5,1.5,2.54,6.66,2,0,2.46,9,high
5026900235,4,3.25,2.91,1.88,2,0,3.1,8.2,high
3582900280,5,2.75,4.4,18.5,1,0,3.29,19.257,high
6116500290,6,2.75,3.04,36.721,1,0,2.42,21.075,low
6758700050,3,2,1.97,3.42,2,0,1.77,3.42,low
8653600050,3,1.75,1.85,22.767,1.5,0,2.7,17.906,low
5135000050,4,2.5,2.82,5.934,1,0,2.23,6,low
7856660130,5,2.75,3.71,13.874,1.5,0,3.37,13.874,high
284000095,2,2.25,2.16,17.861,2,1,2.66,18.53,high
2579500101,4,3.5,4.01,10.88,2,0,3.53,17.31,high
567000020,2,1,1.57,5,1.5,0,1.76,3,low
9542100005,5,3,3.69,10.26,1,0,3.16,14,high
7856640460,4,2.75,3.8,12.2,2,0,3.71,14.796,low
7935000280,5,3.25,5.21,35.765,2.5,0,2.59,10.25,high
623039026,2,2.25,2.77,11.884,1,0,2.31,17.097,low
2891400380,3,1.75,2.07,96.703,1,0,1.82,117.612,low
720079001,3,1.75,3.32,478.288,1.5,0,2.96,217.8,low
3585900080,6,3.25,3.56,21.4,2,0,3.56,24.338,high
5152960080,3,2.75,2.2,9.6,1,0,2.68,9.896,low
5215200050,3,2.5,2.96,69.351,2,1,2.35,41.433,low
1284000010,4,1.75,1.55,50.094,1,0,1.72,50.094,low
1338600225,8,3.5,4.44,6.48,2,0,4.44,8.64,high
7893801760,3,1.75,2.12,11.34,1,0,1.83,8.65,low
1250201640,3,2,2.54,7.2,1.5,0,2.04,5.9,low
3585901025,3,2.5,4.31,32.093,1.5,0,3.81,26.4,high
868001435,3,3,3.45,16.74,1,0,3.22,12.528,high
1370802455,4,4.5,3.18,4.606,2,0,2.11,5.323,high
3751606514,2,1,1.78,81.021,1,0,1.78,26.723,low
3585901085,6,4.5,3.81,28.176,1,0,3.81,26.4,high
2929600035,3,1,2.71,19,2,0,2.15,19,low
5592900205,2,1.75,1.8,7.191,1,0,1.94,7.4,low
7352200450,4,3.25,3.58,19.989,1.5,1,2.41,6.389,high
424049039,3,2,1.64,2.808,1,0,2.27,5.328,low
3761100180,4,2.5,2.98,13.341,1.5,1,2.34,19.81,high
8952900245,6,3.25,4.92,20.59,1,0,3.7,14.994,low
46100504,4,3.75,4.1,22.798,1.5,0,3.88,18.73,high
7003200120,2,0.75,0.84,40.642,1,1,1.85,64.069,low
2769600035,4,2.5,2.68,3.626,1.5,0,1.95,4.5,low
1455600062,3,2.5,2.08,9.612,1,0,2.56,10.202,low
3625059152,3,3.25,4.22,41.3,1,1,3.81,30.401,high
1250202990,5,3,2.51,4.125,1.5,0,2.19,5.415,low
2820069048,4,2.5,2.48,176.418,1.5,0,1.64,112.384,low
7923250090,3,3,3.11,9.015,1,0,3.15,11.447,high
9536601295,3,1.75,1.73,11.986,1,0,2.49,9.264,low
8964800975,4,2.75,3.19,14.904,1,0,2.6,11.195,high
6613000930,4,3.25,3.89,25.47,2,1,4.14,19.281,high
3222049087,1,1,0.72,7.54,1,1,1.12,9.736,low
2485000076,4,3.25,3.68,8.58,1,0,2.7,9.1,high
4073200757,3,2,1.89,6.62,1,0,2.59,7.188,low
8925100115,2,2.25,2.32,9.3,1.5,0,2.79,9.3,high
669000210,3,2.5,2.67,5,2,0,2.32,5,high
7204200025,4,2.5,3.12,49.456,2,1,2.03,32.181,high
1959701800,3,3.5,4.66,5.5,2,0,2.98,5.5,high
6909700040,4,2.75,3.37,6.675,1,0,2.25,5.55,low
1925069066,3,2.75,2.81,18.731,2,1,3.12,14.81,high
1455100355,3,2.5,3.49,8.343,2,1,2.99,13.104,high
2175100205,5,2.25,2.69,10.8,1,0,3.38,9.134,high
2425049066,4,2.5,3.07,34.412,1,0,3.78,27.94,high
7856400300,2,2.5,3.18,9.4,2,0,3.76,9.45,high
7856400300,2,2.5,3.18,9.4,2,0,3.76,9.45,high
5216200090,2,1,0.83,26.329,1,1,2.03,27.338,low
9322800210,4,2.25,3.5,13.875,1,0,2.96,15,low
6613001241,4,3,3.11,4.408,2.5,0,3.25,5.669,high
594000115,2,1.75,2.04,28.593,1.5,1,2.04,35.124,low
4131900042,5,4.25,6.49,10.862,2,0,3.29,14.08,high
3271800870,4,2.25,2.02,5.8,1,0,3.1,5.8,high
3271800910,4,3.5,4.27,5.8,2,0,3.1,5.8,high
284000025,2,2,2.18,18.525,1,1,2.48,21.503,high
